bank,path,blob_sha1,headline_status,normalized,compile_gate,compile_codes,voice_leaf_gate,fx_leaves_gate,fx_rng_gate,wavetable_leaf_gate,routing_leaves_gate,fidelity_contract_gate,essentiality_listening,fx_required,b4_prediction,slates,reasons
contributor,resources/data/patches_3rdparty/Bluelight/Brass/Soprano Sax.fxp,33363ed36f5fe524edd4cd3b98250dbeaf9fd018,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Keys/Digi Piano.fxp,960b0f41e7a7432b7bf95594e58cc9f94e0edbbe,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Phaser;Reverb 1,supported,,"leaf_not_landed:fx:Phaser(#59);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Keys/Donna's Glass Hammers.fxp,16c49149f0da2f1f74d3cc17ee515d7379c8d5f9,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Delay;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Keys/Ghost Glass Harmonium.fxp,b8d736e27692b742ff26ed05c3561915e083f367,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Freq Shift;Reverb 1,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Keys/Pianoish.fxp,a64e38fdd0ae6cee6138d743efdb83aac659ea9a,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,EQ;Reverb 1,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Keys/Rotary Blue.fxp,1072e7ed9dc11ef4e01aa4dcbba5db10dceabb38,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Rotary,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Keys/Treated Rhodes.fxp,6fe112ac9b06b13fad1dd1b2a3349b8bf9651413,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Distortion;Reverb 1,supported,,"leaf_verification_incomplete:fx:Distortion;stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/A Rattle In The Old Man's Sax.fxp,18269806a35b34cad33aef496f50ae999a395403,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Reverb 1,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Crusher.fxp,7b596457694f7947b6442ebc1cc84901d7ca987e,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Distorted Cello.fxp,aa3622ff0db2dc03611e68f1dc5dc7904763fe9a,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Chorus;Conditioner;Delay,supported,,"leaf_not_landed:fx:Conditioner(#54);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Harpsick.fxp,56971a56ee82748e78d43b5d100541550e790f03,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Ice Rain.fxp,f6a2cb30c70b1b86649405c5ed7e8e91e5619920,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 1.fxp,7928b1799fc59b95f47b7bf8769640746c153ac0,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 10.fxp,ee9cda156d8522700d38c273b8a9a10825460a26,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 11.fxp,0a5e42d2f0cfc93baa8accd81e95a294033e3816,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 2.fxp,c1bc2efd88c53fd61e5d17e8008674c9dada38e1,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay;EQ,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 3.fxp,d3d3d4d7729762be45199a4ec9ea66c1ef386d40,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Reverb 1,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 4.fxp,c4d75541359ad7c218ef68c501521e294a8caaba,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 5.fxp,c612416cbd39f33d57448f70c9434f85698d715d,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 6.fxp,b34973bdaa167ed15f9e16672e1f13daa8967c90,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Chorus;Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Chorus(evidence hash mismatch for reports/SXT-028c/EVIDENCE.md: expected 7a64271ee76335eb6d281182f8a48304f1f1490ccfcecc1f9e68d0d0dbf70598, found a7997cc83b5a7f888e9b79ffe76b9078da5fb6e36491aa8a0d9ab2126741ad7c);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 7.fxp,8e5f3b56b5fe98def5359e9bfab2718e36490ffa,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 8.fxp,41f6700f2c021bdbe5703f9e5690254a6d249c2a,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Lead 9.fxp,5c456b1bfdd0f7ecf2f52d0f9aac1562be698edb,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Leads/Zappa Digilead.fxp,a2113e4f49810d577a41308ad0dcb46c4c4c8cee,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Organs/C. Jack Dupree.fxp,4d0170230d497ae0cbf5d74349b26495abad72af,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Reverb 1;Rotary,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Organs/Santana Goin' Home 73.fxp,4fb5c585e7bd98fab60860c8654ce9d44744efed,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Rotary,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Pads/Another Warm.fxp,198e44c5d889c3bb0c1d1ffaa1d751406b952d5f,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Delay;EQ,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Pads/Bad News.fxp,8c61a18938fa816d0711e88eeb7a32dce41cf1cb,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,BLOCKED,Delay;Delay;EQ,supported,slate-256-contributor-lean,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Pads/Broken.fxp,57fb229121e8f7f8b0ef3b28e3686f962d30eee9,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Delay;EQ,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Pads/China Crisis.fxp,a5d41182580833a86fa30e849db237aad9722b2f,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay;EQ,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:EQ(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Pads/Delta Rhythm Boys.fxp,a65e842c4b0dc0cd38052714075ed588a6fedbcd,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Delay,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Pads/Fifths 1.fxp,1b97fe1674ec0e47c840e75f863290395a9ed086,unresolved,PASS,PASS,,NOT_RUN,STALE,,,,STALE,,Delay;Reverb 1,supported,,"stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Reverb 1(evidence hash mismatch for reports/sxt-024/EVIDENCE.md: expected d148a444be039e44dd73be876c4093b44dd8ec27f4059fef522bf8c6fad8f0c4, found 6e208e3406db36b267b4689ebbd9d936517d14058c3a1025c0a48bebcf7fb5e0);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
contributor,resources/data/patches_3rdparty/Bluelight/Pads/Fifths 2.fxp,7e2fca82b3b8b3b028a5e1a7d530c5fe15478ca6,unsupported,PASS,FAIL,effect_class_not_in_bundle,,,,,,,,Delay;Freq Shift,unsupported,,scan_code:effect_class_not_in_bundle
contributor,resources/data/patches_3rdparty/Bluelight/Pads/Fifths 3.fxp,49948d8ce7212e0a372db81a6bf8c00b2f641ece,unresolved,PASS,PASS,,NOT_RUN,STALE,,NOT_RUN,,STALE,,Delay,supported,,"leaf_partial:osc:Wavetable(SXT-026-s4-deep-mip-finding->#12);stale_downgrade:never-reported-supported;stale_gate:fidelity_freeze(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);stale_leaf:fx:Delay(evidence hash mismatch for reports/sxt-023/EVIDENCE.md: expected cadf031ad410597ae9290ed01ad3032ea2d5168a1b2e34f10d92c51fdf046cb7, found 986207e49417240cae5f7f65dbc085b699732a74c65042e8d8d7649edfc0af2d);voice_leaf_scope_exceeded:outside-fixture-verified-set(SXT-026a;voice-family-leaves-#66-#77-backlog)"
